x1,x2,label
0.3742248695853348,0.19340378729398966,1
-0.3333757644106964,0.15035053926783115,1
-0.5187855238366385,0.2997847629441785,1
-0.368625000038472,0.30390926670627927,1
0.45408869508997035,-0.890465859651806,0
-0.2292324179527756,0.5118432039689986,1
-0.01763980988406858,0.4613374159130153,1
0.3845570696211157,0.13201957618376184,1
-0.12171734229651714,-0.4728404756795454,1
-0.08344197538826029,1.0939535184047111,0
-0.5449497163669459,-0.27606614514841943,1
0.5505523715545136,0.9111009444833249,0
-0.08701789091553826,0.575812884879723,1
0.35670443910338523,-0.3728017857979327,1
0.42535035881134514,-0.4005469826340291,1
-0.02435648196468712,-0.4280837032715963,1
-0.9536943524912683,-0.2858140551101772,0
0.13440385366456775,-0.43816591305264585,1
-0.5341892357552915,-0.0333115046856574,1
-0.6305365235573865,-0.7055488435644838,0
0.2798719914482626,0.21987042922326508,1
-0.5266348917886572,0.9410719562403562,0
0.046347882616189745,-0.9905314694907377,0
0.3756062387596742,0.19015085090327455,1
-0.9854457237732106,0.4000535301756258,0
-0.8313101194827264,0.2275847625904168,0
0.2622889081997394,1.0377784132051697,0
0.5717514469231019,-0.12322413236343822,1
0.10702800079039647,-0.47961031848648955,1
0.4502148263330148,-0.18068108113863796,1
-0.21782154658414052,-0.8334686474717286,0
-0.33824486691812805,1.0126607666210252,0
-0.0832285971038089,0.3981401929755663,1
1.0169804645619025,0.07099049995163832,0
-0.15187485377442098,-1.2304986945735117,0
-0.7759373144672922,0.8722874560344603,0
-0.33647710837649736,0.32488259823920435,1
0.3999436655503391,0.45061015150746536,1
0.16611072811153807,-0.38198257071628766,1
0.7625375106155388,0.5613573653053539,0
-0.6910201322681576,-0.641913087983389,0
0.3748002139037665,0.9443384867145819,0
-0.7205584436149061,-0.6245426430372041,0
0.6800633474213836,-0.09202935770246468,1
-0.8751479333486392,-0.5909127892114221,0
-0.8358908891723389,-0.3910996046642865,0
0.34513236544304715,-0.5994264002205459,1
0.110680754565027,0.4925030464840563,1
0.8473215795454787,-0.7755007275170438,0
-0.3570874390427298,-0.42573491845527694,1
0.17429889461222148,0.3318272925761522,1
0.021944597717772674,-0.5813461349929023,1
-0.9100175146855647,-0.1535116800210833,0
0.3586400143202195,0.1892776306085063,1
0.8568025719628367,0.3366861933347884,0
0.8498654288057248,0.3516709868797084,0
0.04523268343876418,0.4635535557369218,1
0.9243580800411072,0.14026188991155203,0
-1.01258331298006,0.4238399255879283,0
-0.2983251973352127,-0.3312272968895534,1
